34岁的阿塔尔接任法国总理,中新社巴黎1月9日电 (记者 李洋)现年34岁的法国国民教育和青年部长加布里埃尔&middot;阿塔尔当地时间9日被任命为新总理。法国媒体称，他是法兰西第五共和国史上最年轻的总理。 　　这项重要人事任命是9日中午对外公布的。法国总统马克龙通过社交媒体赞扬阿塔尔具有活力，并希望通过阿塔尔的努力继...,http://www.chinanews.com.cn/gj/2024/01-09/10143167.shtml
马尔代夫总统冀进一步融入高质量共建“一带一路”,中新社福州1月9日电 (记者 闫旭)马尔代夫总统穆罕默德&middot;穆伊兹9日在福州表示，希望马尔代夫进一步融入高质量共建“一带一路”，积极参与对接和构建海、陆、空立体互联互通网络，探索在更多领域与中国的务实合作。 　　当天，2024“投资马尔代夫”商务论坛在福州举行，正率代表团访问中国的...,http://www.chinanews.com.cn/gj/2024/01-09/10143132.shtml
哈萨克斯坦麻疹病例数激增  总理吁加强疫苗接种,中新社阿斯塔纳1月9日电 近期，哈萨克斯坦麻疹病例数呈上升趋势。据哈卫生部统计数据，截至2023年底，该国登记麻疹感染病例数超2.9万例，其中约八成为14岁以下人群。自今年1月以来，哈全境已登记麻疹病例超千例。 　　哈总理斯迈洛夫9日主持召开政府会议，研究卫生防疫工作情况。他指出，自去年以来，...,http://www.chinanews.com.cn/gj/2024/01-09/10143130.shtml
美国专家：中美关系重回正轨符合双方利益,美国中美研究中心特聘研究员丹尼斯&middot;西蒙1月5日在中国日报网撰文称，中美合作对双方大有裨益，美国应抓住机遇实现更高水平的互利合作。 　　中美合作惠及双方 　　文章指出，1979年中美建交时，美国相信一个现代化的中国符合美国乃至全世界的利益，并以此为基础制定对华政策。在此后近40年里...,http://www.chinanews.com.cn/gj/2024/01-09/10143153.shtml
不丹国民议会选举最终投票显示人民民主党获胜,截至当地时间1月9日19时，不丹人民民主党(PDP)在当天举行的不丹国民议会选举第二轮(最终)投票中已获得47个议席中的28席，锁定胜局。 　　不丹议会实行两院制，其中国家委员会(上院)由25名议员组成，均为非党派人士，当中20名议员由各宗(县)选举产生，其余5名议员由国王任命知名人士担任。国...,http://www.chinanews.com.cn/gj/2024/01-09/10143140.shtml
外媒：以色列军方称哈马斯“核心人物”被击毙,中新网1月9日电 据路透社报道，当地时间8日，以色列军方称，在叙利亚击毙了一名负责巴勒斯坦伊斯兰抵抗运动(哈马斯)对以色列发动火箭弹袭击的“核心人物”。 图为10月9日，加沙城，以色列轰炸后，紫色的闪电旁是滚滚浓烟。 　　据报道，以军表示，这名“核心人物”名为哈桑&middot;阿卡沙，在叙利...,http://www.chinanews.com.cn/gj/2024/01-09/10143071.shtml
美媒：对华“去风险化”政策正在制造新的风险,中国日报网1月8日电 美国《华尔街日报》网站报道称，最新研究揭示了美西方针对中国供应链实施“去风险化”政策的实际效果。初步结论令人担忧：旨在打造弹性供应链的相关措施，可能是虚幻的。结果将导致全球供应链变得更为复杂，反而会产生新的风险。 　　文章说，美西方国家对华进行所谓“去风险化”，也就是通过...,http://www.chinanews.com.cn/gj/2024/01-09/10143062.shtml
讲述美国华裔移民血泪史 歌剧《天使岛》本月上演,中新网1月9日电 由知名华裔作曲家黄若(Huang Ruo)谱曲的歌剧《天使岛》(Angel Island)将在本月上演。据悉，《天使岛》生动地讲述了20世纪初被拘押在加州岛屿天使岛上的华裔移民生活。 　　美国侨报网援引当地英文媒体报道，20世纪上半叶，数十万移民(主要来自中国和日本)在寻求进...,http://www.chinanews.com.cn/gj/2024/01-09/10142984.shtml
“华盛顿必须放弃胁迫等霸权政策”,随着结束新年假期的美国国会议员们本周陆续返回华盛顿，几乎在所有问题上都水火不容的国会两党再度进入摊牌时刻。 　　而面临摊牌的主要议题之一，就是被共和党人紧紧和移民政策改革绑在一起的拜登政府军援乌克兰计划。 　　这个问题，甚至被美国全国广播公司列为2024大选年美国国会面临的五大挑战之首。 美国...,http://www.chinanews.com.cn/gj/2024/01-09/10143061.shtml
印尼总统佐科访问菲律宾、越南和文莱,中新网雅加达1月9日电 据印尼媒体报道，印尼总统佐科9日下午启程，对菲律宾、越南和文莱进行访问。(完),http://www.chinanews.com.cn/gj/2024/01-09/10142982.shtml
（国际观察）李在明遇袭案三大焦点问题待解,中新社首尔1月9日电 题：李在明遇袭案三大焦点问题待解 　　作者 刘旭 金琳 　　1月2日上午，韩国最大在野党共同民主党党首李在明在釜山参加活动期间，接受媒体记者采访时突然遭到一名假扮支持者接近的男子用凶器袭击，导致其左颈部受伤流血倒地。行凶者被当场抓获，釜山地方检察厅和警方成立特别调查组对事...,http://www.chinanews.com.cn/gj/2024/01-09/10142969.shtml
外媒：34岁！他将成为法国数十年来最年轻总理,中新网1月9日电 据美国有线电视新闻网(CNN)报道，当地时间9日，法国总统马克龙任命34岁的加布里埃尔&middot;阿塔尔为该国下一任总理。 图片来源：美国有线电视新闻网（CNN）报道截图 　　据报道，现任法国国民教育和青年部长阿塔尔，将成为自1958年法兰西第五共和国成立以来该国最年轻的...,http://www.chinanews.com.cn/gj/2024/01-09/10143041.shtml
法媒：法国国民教育和青年部长加布里埃尔·阿塔尔被任命为新总理,据法国媒体报道，法国国民教育和青年部长加布里埃尔&middot;阿塔尔9日被任命为新总理。(央视新闻客户端),http://www.chinanews.com.cn/gj/2024/01-09/10143018.shtml
巴基斯坦拉瓦尔品第开启7天接种脊髓灰质炎疫苗活动,中新网北京1月9日电 伊斯兰堡消息：据巴基斯坦《黎明报》报道，当地时间8日，巴基斯坦北部城市拉瓦尔品第开启为期7天的脊髓灰质炎疫苗接种活动，将为当地100多万名儿童接种疫苗。 　　疫苗接种活动揭幕仪式当天举行，地区卫生官员、世界卫生组织协调员和其他相关官员出席。 　　该活动一名专员在揭幕式上说...,http://www.chinanews.com.cn/gj/2024/01-09/10142854.shtml
刘建超出席中美1.5轨对话框架下专题座谈,中新社纽约1月8日电 (记者 廖攀)中共中央对外联络部部长刘建超8日在纽约出席中美1.5轨对话框架下专题座谈。亚洲协会董事会共同主席桑顿，启明创投创始主管合伙人葛礼，亚洲协会政策研究院副院长、美国务院前助理国务卿拉塞尔，亚洲协会政策研究院副院长、美前代理贸易副代表卡特勒，亚洲协会中国中心常务主...,http://www.chinanews.com.cn/gj/2024/01-09/10142873.shtml
吉尔吉斯斯坦举行新版国旗升旗仪式,中新网阿斯塔纳1月9日电 比什凯克消息：当地时间8日，吉尔吉斯斯坦首都比什凯克举行新版国旗升旗仪式。 　　升旗仪式地点设在阿拉套广场，吉总理扎帕罗夫、吉议会议长沙基耶夫、吉国务秘书卡斯马穆别托夫等出席活动。 　　当日，在多位礼兵护送下，一面巨大的新版吉尔吉斯斯坦国旗穿过广场，并在国歌声中缓缓升...,http://www.chinanews.com.cn/gj/2024/01-09/10142915.shtml
韩国国会通过禁食狗肉相关法案,中新网首尔1月9日电 (刘旭 金琳)9日，韩国国会全体会议通过禁止以食用为目的饲养、繁育或宰杀犬只的法案。 　　据韩联社报道，韩国国会在当天举行的全体会议上投票通过了《关于终止以食用为目的饲养、宰杀及流通犬只特别法》制定案(下称“制定案”)。 　　该制定案的主要内容为禁止以食用为目的饲养、繁育...,http://www.chinanews.com.cn/gj/2024/01-09/10142852.shtml
日本本州西岸近海发生5.9级地震，震源深度10公里,中新网1月9日电 中国地震台网正式测定：1月9日16时59分，在日本本州西岸近海(北纬37.8度，东经137.75度)发生5.9级地震，震源深度10公里。 图片来源：中国地震台网官方微博,http://www.chinanews.com.cn/gj/2024/01-09/10142925.shtml
